text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@_takgaurav please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (3/3) ^SP",FALSE,0,_takgaurav,05-07-2016 12:42,FALSE,7.50307E+17,7.50309E+17,2250268544,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@xojazmin13 Hi, sorry to hear that! Please get in touch with us here: https://t.co/hApLpMlfHN and we'll look into this for you. ^RL",FALSE,0,xojazmin13,05-07-2016 12:41,FALSE,7.50306E+17,7.50309E+17,129666080,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@_takgaurav Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. Also  (2/3) ^SP,FALSE,0,_takgaurav,05-07-2016 12:41,FALSE,7.50307E+17,7.50309E+17,2250268544,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@LuckyDisp I'm sorry for the inconvenience, you can contact our appropriate Department by clicking here: https://t.co/kviVMbdY8c. ^PS",FALSE,0,LuckyDisp,05-07-2016 12:41,FALSE,7.50301E+17,7.50308E+17,957604334,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@_takgaurav Hi! Refund should be reflecting in your account in 2-4 business days once it is issued from our end. (1/3) ^SP,FALSE,0,_takgaurav,05-07-2016 12:41,FALSE,7.50307E+17,7.50308E+17,2250268544,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Satwik680 Hi there! I'm sorry about the delay. Please let us know the delivery date for the replaced order. ^OG.,FALSE,0,Satwik680,05-07-2016 12:41,FALSE,7.50305E+17,7.50308E+17,323827121,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@xaxasworld Hi. If you get in touch with us: https://t.co/JzP7hlA23B, we'll be happy to make sure of this. ^DC",FALSE,0,xaxasworld,05-07-2016 12:38,FALSE,7.50304E+17,7.50308E+17,311672289,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@GallagherPreach If you get in touch we'll be happy to offer further advice: https://t.co/hApLpMlfHN. ^BM,FALSE,0,GallagherPreach,05-07-2016 12:37,FALSE,7.50303E+17,7.50308E+17,16320523,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@umasid4u Hi there, my apologies. Please report this to our Support Team here: https://t.co/vlvfJr4nN9 and we'll have a look into it. ^KH",FALSE,0,umasid4u,05-07-2016 12:35,FALSE,7.50305E+17,7.50307E+17,249570183,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@GutoWynne Glad to hear it. ^MC,FALSE,0,GutoWynne,05-07-2016 12:34,FALSE,7.50303E+17,7.50307E+17,636507392,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Npritchard66 Hi, I'm sorry to hear that. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to investigate. ^DC",FALSE,0,Npritchard66,05-07-2016 12:34,FALSE,7.50304E+17,7.50307E+17,468396273,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@BenjaminButson Hey, you can track here: https://t.co/aaDyEz1VgE ^RS",FALSE,0,BenjaminButson,05-07-2016 12:33,FALSE,7.503E+17,7.50307E+17,1168606591,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rushjonathan That's excessive in fairness. Pass along the details here https://t.co/2QoN4q3HV9 and we'll escalate ^KW,FALSE,0,rushjonathan,05-07-2016 12:31,FALSE,7.50301E+17,7.50306E+17,23494966,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@africanfusion That sounds excessive! I'll pass on your feedback, but you can also pass on feedback here: https://t.co/7KDuvaZOLO. ^MC",FALSE,0,africanfusion,05-07-2016 12:30,FALSE,7.50299E+17,7.50306E+17,16326512,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@xaxasworld Did we provide an updated delivery date? ^BM,FALSE,0,xaxasworld,05-07-2016 12:23,FALSE,7.50299E+17,7.50304E+17,311672289,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Jen416 You can get in touch via https://t.co/hApLpMlfHN. ^BM,FALSE,0,Jen416,05-07-2016 12:22,FALSE,7.50299E+17,7.50304E+17,25085881,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@KuSamariya HI! Could you confirm me if we missed the estimated delivery date of the mobile. ^SP,FALSE,0,KuSamariya,05-07-2016 12:18,FALSE,7.50301E+17,7.50303E+17,3241926332,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Ginger_Hitman We'd like to look into that for you. Get in touch here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS,FALSE,0,Ginger_Hitman,05-07-2016 12:15,FALSE,7.50295E+17,7.50302E+17,547149472,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@liannejhare If you get in touch https://t.co/JzP7hlA23B (click on ""Skip sign in"") we'll be happy to help. ^BM",FALSE,0,liannejhare,05-07-2016 12:15,FALSE,7.50297E+17,7.50302E+17,19727001,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@_Katieexox Hi Katie. W/out giving any order/account specific details, can you let us know what's happened? ^DC",FALSE,0,_Katieexox,05-07-2016 12:12,FALSE,7.50295E+17,7.50301E+17,230893178,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@TomFletchBB Sorry to hear of your experience. Without giving personal details, can you tell us what happened? ^MC",FALSE,0,TomFletchBB,05-07-2016 12:09,FALSE,7.50295E+17,7.503E+17,615983813,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@abhilasha18S Please report this to our Support Team here: https://t.co/vlvfJr4nN9 and we'll have a look into it. Also, please(2/3) ^KH",FALSE,0,abhilasha18S,05-07-2016 12:03,FALSE,7.50297E+17,7.50299E+17,117080182,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@abhilasha18S don?t provide your order details. We consider it personal information. Our Twitter page is visible to public. (3/3) ^KH,FALSE,0,abhilasha18S,05-07-2016 12:03,FALSE,7.50297E+17,7.50299E+17,117080182,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@abhilasha18S Hi there, my apologies. We truly don't want our customers to have this kind of experience with us. (1/3) ^KH",FALSE,0,abhilasha18S,05-07-2016 12:03,FALSE,7.50297E+17,7.50299E+17,117080182,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@abhilasha18S Hey! you must have received a correspondence in regards with this from our concerned team? ^SS,FALSE,0,abhilasha18S,05-07-2016 11:59,FALSE,7.50296E+17,7.50298E+17,117080182,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@xaxasworld Sorry to hear this. Have you been in touch with us? You can do so here: https://t.co/JzP7hlA23B. ^MC,FALSE,0,xaxasworld,05-07-2016 11:58,FALSE,7.50294E+17,7.50298E+17,311672289,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@realnikhileshg Our pleasure and we hope you have a nice day too. :D ^KH,FALSE,0,realnikhileshg,05-07-2016 11:57,FALSE,7.50294E+17,7.50297E+17,152903425,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rajesh_1104 get back to you once we've an update on this. I appreciate your understanding in this regard. (2/2) ^KH,FALSE,0,rajesh_1104,05-07-2016 11:55,FALSE,7.50289E+17,7.50297E+17,7.00621E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@rajesh_1104 Hi there, as said earlier, we're working on the issue and we shall (1/2) ^KH",FALSE,0,rajesh_1104,05-07-2016 11:55,FALSE,7.50289E+17,7.50297E+17,7.00621E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@bakerpictures We'd like to look into that for you. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,FALSE,0,bakerpictures,05-07-2016 11:54,FALSE,7.50294E+17,7.50297E+17,18975536,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@operateurdefron Hello i'm sorry for that, , you can join our customer service via:  https://t.co/hgIrz98cdI AA",FALSE,0,operateurdefron,05-07-2016 11:53,FALSE,7.50291E+17,7.50297E+17,460517145,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Jen416 Sorry to hear you're having an issue making an order. We can go through it with you here: https://t.co/JzP7hlA23B. ^MC,FALSE,0,Jen416,05-07-2016 11:52,FALSE,7.50293E+17,7.50296E+17,25085881,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@bakerpictures Ok, that's perfect. Please let us know how you get on. ^MC",FALSE,0,bakerpictures,05-07-2016 11:50,FALSE,7.50293E+17,7.50296E+17,18975536,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@HannahVin Wow, that does seem excessive! I'll pass on your feedback, but you can also pass on feedback here: https://t.co/7KDuvaZOLO. ^MC",FALSE,1,HannahVin,05-07-2016 11:47,FALSE,7.50292E+17,7.50295E+17,292381186,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@MsSarahFlower Sorry to hear this. Can you please reach out to us here: https://t.co/JzP7hlA23B so we can help? ^MC,FALSE,0,MsSarahFlower,05-07-2016 11:44,FALSE,7.5029E+17,7.50294E+17,52025639,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@realnikhileshg Hey! Bookmark looks beautiful with Emojis <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Hope you love it !! ^OG.",FALSE,1,realnikhileshg,05-07-2016 11:42,FALSE,7.50291E+17,7.50294E+17,152903425,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,1,FALSE,FALSE,NA,NA
@KuSamariya Hi! That's quite a statement. Could you please elaborate your concern? ^SG,FALSE,0,KuSamariya,05-07-2016 11:40,FALSE,7.50292E+17,7.50293E+17,3241926332,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Forte_Fortuna Sorry to hear this. Can you please reach out to us here: https://t.co/JzP7hlA23B? We'll be happy to help. ^MC,FALSE,0,Forte_Fortuna,05-07-2016 11:38,FALSE,7.5029E+17,7.50293E+17,23541301,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@alan_gilmour Sorry to hear about the Kindle but delighted to hear we got a replacement on the way to you. :) ^MC,FALSE,0,alan_gilmour,05-07-2016 11:35,FALSE,7.50289E+17,7.50292E+17,156651530,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@DaraByrne22 We can't check your account here. Can you please reach out to us here: https://t.co/JzP7hlA23B? ^MC,FALSE,0,DaraByrne22,05-07-2016 11:34,FALSE,7.50289E+17,7.50292E+17,207195915,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@tommo978 Wow, that does seem excessive! I'll pass on your feedback, but you can also pass on feedback here: https://t.co/7KDuvaZOLO. ^MC",FALSE,0,tommo978,05-07-2016 11:32,FALSE,7.50287E+17,7.50291E+17,222185935,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@poetincommotion We'd like to look into that for you. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,FALSE,0,poetincommotion,05-07-2016 11:24,FALSE,7.50283E+17,7.50289E+17,803414839,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@pratiush07 Hi there, your issue is being worked upon. Request you to wait till the mentioned time frame. ^AC",FALSE,0,pratiush07,05-07-2016 11:23,FALSE,7.50287E+17,7.50289E+17,325103309,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@dentalexel Once the refund is issued, your bank may take some time to process it. Please contact your bank to check on the refund. ^RL",FALSE,0,dentalexel,05-07-2016 11:21,FALSE,7.50286E+17,7.50289E+17,1950891,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Pennym1984 Sorry to hear this Penny. Please get in touch with us here: https://t.co/JzP7hlA23B and we'll look into this for you. ^RL,FALSE,0,Pennym1984,05-07-2016 11:20,FALSE,7.50285E+17,7.50288E+17,21189967,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@shobhawarrier Hi, please reach out to Samsung Customer Care, here: https://t.co/kF3xREkt06 for more assistance related to warranty. ^SO",FALSE,0,shobhawarrier,05-07-2016 11:18,FALSE,7.50286E+17,7.50288E+17,53833696,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@DCEUNews You will be given a delivery estimate during the checkout process and before you confirm the order. ^DC,FALSE,0,DCEUNews,05-07-2016 11:16,FALSE,7.50282E+17,7.50287E+17,1494921300,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@DCEUNews Hi. Free shipping does not cover international. You would be advised of any shipping costs before confirming your order. ^DC,FALSE,0,DCEUNews,05-07-2016 11:15,FALSE,7.50282E+17,7.50287E+17,1494921300,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Barnseysleftpeg Sorry to hear this. Without giving personal details, can you explain what happened? ^MC",FALSE,0,Barnseysleftpeg,05-07-2016 11:10,FALSE,7.50282E+17,7.50286E+17,235489452,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@00grant I'd like a specialist to look into this for you. Can you fill in the this form: https://t.co/tkLCr7DNil? ^MC,FALSE,0,00grant,05-07-2016 11:08,FALSE,7.50281E+17,7.50285E+17,194145715,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@wightgeek We'd like to look into that for you. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,FALSE,0,wightgeek,05-07-2016 11:07,FALSE,7.50281E+17,7.50285E+17,113492793,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@aggarwalisha191 Hello, please contact our support team here: https://t.co/bgcPdCyRrF you may reach them via phone for a faster response.^OG",FALSE,0,aggarwalisha191,05-07-2016 11:05,FALSE,7.50283E+17,7.50285E+17,3409838139,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@dentalexel Please provide some details here: https://t.co/R55eEQwSEs and I'll pass this on to a specialist for you. ^RL,FALSE,0,dentalexel,05-07-2016 11:04,FALSE,7.50279E+17,7.50284E+17,1950891,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@p_alak (2/2) post without your order number as we consider it to be personal information and our page is visible to public. ^SS,FALSE,0,p_alak,05-07-2016 11:04,FALSE,7.50282E+17,7.50284E+17,3094542512,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@p_alak Hey! Have you reported this to our support team yet? https://t.co/TxK11znixD also request you to (1/2) ^SS,FALSE,0,p_alak,05-07-2016 11:04,FALSE,7.50282E+17,7.50284E+17,3094542512,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@vinayakh Hi there, as the packages come from different fulfillment centers, it might be delivered by different carriers. ^AC",FALSE,0,vinayakh,05-07-2016 11:03,FALSE,7.50282E+17,7.50284E+17,8155532,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@iamajitanshu via twitter. Please report this to our Support team, here: https://t.co/vlvfJr4nN9 and we'll look into this. (2/2) ^SO",FALSE,0,iamajitanshu,05-07-2016 11:00,FALSE,7.50282E+17,7.50283E+17,91968003,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@iamajitanshu Hi, that shouldn't have happened. We're sorry about the trouble. We do not have access to your amazon account (1/2) ^SO",FALSE,0,iamajitanshu,05-07-2016 11:00,FALSE,7.50282E+17,7.50283E+17,91968003,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@PathakBallav Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^OG 2/2",FALSE,0,PathakBallav,05-07-2016 10:59,FALSE,7.50282E+17,7.50283E+17,7.32231E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@PathakBallav Hi, order are shipped as per the estimates given. Please let us know if we've missed the delivery date. ^OG 1/2",FALSE,0,PathakBallav,05-07-2016 10:59,FALSE,7.50282E+17,7.50283E+17,7.32231E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@bakerpictures Strange. When was the order dispatched? ^MC,FALSE,0,bakerpictures,05-07-2016 10:56,FALSE,7.50281E+17,7.50282E+17,18975536,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@00grant Did you receive any e-mails in relation to this? ^BM,FALSE,0,00grant,05-07-2016 10:54,FALSE,7.5028E+17,7.50282E+17,194145715,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@nielmac10 Request you to reach out to our support using the above link. ^SS,FALSE,0,nielmac10,05-07-2016 10:54,FALSE,7.50279E+17,7.50282E+17,7.24268E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@operateurdefron Hi. What's your query in relation to?,FALSE,0,operateurdefron,05-07-2016 10:51,FALSE,7.5028E+17,7.50281E+17,460517145,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@pratiush07 Hey, thank you for providing us your details. We're looking in to it and we'll get in touch with you soon. ^AM",FALSE,0,pratiush07,05-07-2016 10:45,FALSE,7.50276E+17,7.50279E+17,325103309,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Simran_73 Please report this to our Support Team, here:  https://t.co/vlvfJr4nN9 and we'll sort it out for you. (2/2) ^SO",FALSE,0,Simran_73,05-07-2016 10:44,FALSE,7.50276E+17,7.50279E+17,7.14375E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@MrBinaryCats Hi, sorry to hear that. Pass on your info here: https://t.co/3DgA63RgoD and we'll be happy to look into this for you. ^RS",FALSE,0,MrBinaryCats,05-07-2016 10:44,FALSE,7.50273E+17,7.50279E+17,4876031074,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@00grant Sorry to hear of your account. Without giving out person info, when you contacted us, what happened? ^MC",FALSE,0,00grant,05-07-2016 10:44,FALSE,7.50277E+17,7.50279E+17,194145715,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Simran_73 Hey, that doesn't sound right. I'm so sorry about the hassle. We do not have access to your amazon account via twitter. (1/2) ^SO",FALSE,0,Simran_73,05-07-2016 10:44,FALSE,7.50276E+17,7.50279E+17,7.14375E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@nielmac10 Hey, that's strange! Have you reported this to our support team: https://t.co/TxK11znixD ? ^AM",FALSE,0,nielmac10,05-07-2016 10:43,FALSE,7.50277E+17,7.50279E+17,7.24268E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@charliegillno1 Please get in touch and we'll be happy to look into it for you: https://t.co/JzP7hlRCV9. ^BM,FALSE,0,charliegillno1,05-07-2016 10:42,FALSE,7.50278E+17,7.50279E+17,110386149,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@dingdong19701 Hi Andy, they should be available no more than 3/4 days after the expected delivery date has elapsed. ^DC",FALSE,0,dingdong19701,05-07-2016 10:40,FALSE,7.50276E+17,7.50278E+17,3883034488,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@JhakiBhai (2/2) to courier constraints and restrictions. Going further we will not be able to provide any insight on this issue. ^SS,FALSE,0,JhakiBhai,05-07-2016 10:40,FALSE,7.50275E+17,7.50278E+17,272315389,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@JhakiBhai Apologies! We do understand your concern however our pick up service is not extended to some pin codes due(1/2) ^SS,FALSE,0,JhakiBhai,05-07-2016 10:40,FALSE,7.50275E+17,7.50278E+17,272315389,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@drarvindkumar Hope for the best. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> ^OG.,FALSE,1,drarvindkumar,05-07-2016 10:38,FALSE,7.50276E+17,7.50278E+17,99037454,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,1,FALSE,FALSE,NA,NA
"@DCEUNews Have you placed an order? If so, what is the estimated delivery date we gave you on your order? ^MC",FALSE,0,DCEUNews,05-07-2016 10:33,FALSE,7.50274E+17,7.50276E+17,1494921300,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@mufc99treble Glad to hear it, I hope he enjoys it! :) ^KW",FALSE,0,mufc99treble,05-07-2016 10:30,FALSE,7.50274E+17,7.50276E+17,491209392,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@stegglesss Sorry to hear that, what was the delivery date provided at checkout? ^KW",FALSE,0,stegglesss,05-07-2016 10:26,FALSE,7.50268E+17,7.50275E+17,29282189,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@i_sh41dul Please reach out to us again: https://t.co/JzP7hlA23B so that we can help. ^MC,FALSE,0,i_sh41dul,05-07-2016 10:24,FALSE,7.5027E+17,7.50274E+17,365619053,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Jen416 If your order is shipping internationally, then customs may delay your order for some time. ^RL",FALSE,0,Jen416,05-07-2016 10:22,FALSE,7.50268E+17,7.50274E+17,25085881,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@TOMERSON84 Sorry to see this. Please reach out to us here: https://t.co/JzP7hlA23B so we can help. ^MC,FALSE,0,TOMERSON84,05-07-2016 10:21,FALSE,7.50265E+17,7.50273E+17,256932047,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Themangofellow Hey, thank you for bringing to our notice. We ensure this wouldn't be repeat and I hope you received the package. ^OG",FALSE,1,Themangofellow,05-07-2016 10:21,FALSE,7.50271E+17,7.50273E+17,71999521,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@JohnTHaller Hi John. Is there anything I can help you with? ^RL,FALSE,0,JohnTHaller,05-07-2016 10:18,FALSE,7.50265E+17,7.50273E+17,17048732,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@damgude_santosh Sorry, we wouldn't be able to offer any further insight or action on the issue. Appreciate your understanding. ^RV",FALSE,0,damgude_santosh,05-07-2016 10:18,FALSE,7.50272E+17,7.50273E+17,7.50239E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
